REGION,FUEL,YEAR,VALUE
NAmerica,ELCCANAT02,2035,135.51
NAmerica,ELCCANAT02,2036,135.82
NAmerica,ELCCANAT02,2037,136.38
NAmerica,ELCCANAT02,2038,136.85
NAmerica,ELCCANAT02,2039,137.38
NAmerica,ELCCANAT02,2040,137.81
NAmerica,ELCCANAT02,2041,138.23
NAmerica,ELCCANAT02,2042,138.14
NAmerica,ELCCANAT02,2043,138.27
NAmerica,ELCCANAT02,2044,138.54
NAmerica,ELCCANAT02,2045,138.88
NAmerica,ELCCANAT02,2046,139.16
NAmerica,ELCCANAT02,2047,139.77
NAmerica,ELCCANAT02,2048,140.52
NAmerica,ELCCANAT02,2049,141.32
NAmerica,ELCCANAT02,2050,142.11
NAmerica,ELCUSANW02,2019,509.246
NAmerica,ELCUSANW02,2020,508.079
NAmerica,ELCUSANW02,2021,502.246
NAmerica,ELCUSANW02,2022,504.595
NAmerica,ELCUSANW02,2023,511.654
NAmerica,ELCUSANW02,2024,519.658
NAmerica,ELCUSANW02,2025,526.344
NAmerica,ELCUSANW02,2026,532.142
NAmerica,ELCUSANW02,2027,536.971
NAmerica,ELCUSANW02,2028,540.594
NAmerica,ELCUSANW02,2029,544.091
NAmerica,ELCUSANW02,2030,547.563
NAmerica,ELCUSANW02,2031,551.255
NAmerica,ELCUSANW02,2032,555.093
NAmerica,ELCUSANW02,2033,559.067
NAmerica,ELCUSANW02,2034,563.242
NAmerica,ELCUSANW02,2035,567.67
NAmerica,ELCUSANW02,2036,572.448
NAmerica,ELCUSANW02,2037,577.418
NAmerica,ELCUSANW02,2038,582.674
NAmerica,ELCUSANW02,2039,588.151
NAmerica,ELCUSANW02,2040,593.606
NAmerica,ELCUSANW02,2041,599.114
NAmerica,ELCUSANW02,2042,604.874
NAmerica,ELCUSANW02,2043,611.231
NAmerica,ELCUSANW02,2044,617.908
NAmerica,ELCUSANW02,2045,624.7
NAmerica,ELCUSANW02,2046,631.531
NAmerica,ELCUSANW02,2047,638.504
NAmerica,ELCUSANW02,2048,645.717
NAmerica,ELCUSANW02,2049,653.246
NAmerica,ELCUSANW02,2050,661.228
NAmerica,ELCUSACA02,2019,901.363
NAmerica,ELCUSACA02,2020,899.298
NAmerica,ELCUSACA02,2021,888.973
NAmerica,ELCUSACA02,2022,893.132
NAmerica,ELCUSACA02,2023,905.626
NAmerica,ELCUSACA02,2024,919.793
NAmerica,ELCUSACA02,2025,931.627
NAmerica,ELCUSACA02,2026,941.889
NAmerica,ELCUSACA02,2027,950.437
NAmerica,ELCUSACA02,2028,956.849
NAmerica,ELCUSACA02,2029,963.039
NAmerica,ELCUSACA02,2030,969.185
NAmerica,ELCUSACA02,2031,975.719
NAmerica,ELCUSACA02,2032,982.513
NAmerica,ELCUSACA02,2033,989.546
NAmerica,ELCUSACA02,2034,996.936
NAmerica,ELCUSACA02,2035,1004.773
NAmerica,ELCUSACA02,2036,1013.23
NAmerica,ELCUSACA02,2037,1022.028
NAmerica,ELCUSACA02,2038,1031.331
NAmerica,ELCUSACA02,2039,1041.026
NAmerica,ELCUSACA02,2040,1050.68
NAmerica,ELCUSACA02,2041,1060.43
NAmerica,ELCUSACA02,2042,1070.625
NAmerica,ELCUSACA02,2043,1081.876
NAmerica,ELCUSACA02,2044,1093.694
NAmerica,ELCUSACA02,2045,1105.718
NAmerica,ELCUSACA02,2046,1117.808
NAmerica,ELCUSACA02,2047,1130.149
NAmerica,ELCUSACA02,2048,1142.916
NAmerica,ELCUSACA02,2049,1156.243
NAmerica,ELCUSACA02,2050,1170.371
NAmerica,ELCUSAMN02,2019,650.577
NAmerica,ELCUSAMN02,2020,649.086
NAmerica,ELCUSAMN02,2021,641.634
NAmerica,ELCUSAMN02,2022,644.635
NAmerica,ELCUSAMN02,2023,653.653
NAmerica,ELCUSAMN02,2024,663.879
NAmerica,ELCUSAMN02,2025,672.42
NAmerica,ELCUSAMN02,2026,679.827
NAmerica,ELCUSAMN02,2027,685.997
NAmerica,ELCUSAMN02,2028,690.625
NAmerica,ELCUSAMN02,2029,695.092
NAmerica,ELCUSAMN02,2030,699.528
NAmerica,ELCUSAMN02,2031,704.245
NAmerica,ELCUSAMN02,2032,709.148
NAmerica,ELCUSAMN02,2033,714.225
NAmerica,ELCUSAMN02,2034,719.559
NAmerica,ELCUSAMN02,2035,725.215
NAmerica,ELCUSAMN02,2036,731.319
NAmerica,ELCUSAMN02,2037,737.669
NAmerica,ELCUSAMN02,2038,744.384
NAmerica,ELCUSAMN02,2039,751.381
NAmerica,ELCUSAMN02,2040,758.349
NAmerica,ELCUSAMN02,2041,765.387
NAmerica,ELCUSAMN02,2042,772.745
NAmerica,ELCUSAMN02,2043,780.866
NAmerica,ELCUSAMN02,2044,789.396
NAmerica,ELCUSAMN02,2045,798.074
NAmerica,ELCUSAMN02,2046,806.8
NAmerica,ELCUSAMN02,2047,815.708
NAmerica,ELCUSAMN02,2048,824.922
NAmerica,ELCUSAMN02,2049,834.541
NAmerica,ELCUSAMN02,2050,844.739
NAmerica,ELCUSASW02,2019,370.113
NAmerica,ELCUSASW02,2020,369.265
NAmerica,ELCUSASW02,2021,365.026
NAmerica,ELCUSASW02,2022,366.733
NAmerica,ELCUSASW02,2023,371.864
NAmerica,ELCUSASW02,2024,377.681
NAmerica,ELCUSASW02,2025,382.54
NAmerica,ELCUSASW02,2026,386.754
NAmerica,ELCUSASW02,2027,390.264
NAmerica,ELCUSASW02,2028,392.897
NAmerica,ELCUSASW02,2029,395.438
NAmerica,ELCUSASW02,2030,397.962
NAmerica,ELCUSASW02,2031,400.645
NAmerica,ELCUSASW02,2032,403.435
NAmerica,ELCUSASW02,2033,406.323
NAmerica,ELCUSASW02,2034,409.357
NAmerica,ELCUSASW02,2035,412.575
NAmerica,ELCUSASW02,2036,416.048
NAmerica,ELCUSASW02,2037,419.66
NAmerica,ELCUSASW02,2038,423.48
NAmerica,ELCUSASW02,2039,427.461
NAmerica,ELCUSASW02,2040,431.425
NAmerica,ELCUSASW02,2041,435.429
NAmerica,ELCUSASW02,2042,439.615
NAmerica,ELCUSASW02,2043,444.235
NAmerica,ELCUSASW02,2044,449.087
NAmerica,ELCUSASW02,2045,454.024
NAmerica,ELCUSASW02,2046,458.989
NAmerica,ELCUSASW02,2047,464.056
NAmerica,ELCUSASW02,2048,469.299
NAmerica,ELCUSASW02,2049,474.771
NAmerica,ELCUSASW02,2050,480.572
NAmerica,ELCUSACE02,2019,614.761
NAmerica,ELCUSACE02,2020,613.352
NAmerica,ELCUSACE02,2021,606.311
NAmerica,ELCUSACE02,2022,609.147
NAmerica,ELCUSACE02,2023,617.668
NAmerica,ELCUSACE02,2024,627.331
NAmerica,ELCUSACE02,2025,635.402
NAmerica,ELCUSACE02,2026,642.401
NAmerica,ELCUSACE02,2027,648.231
NAmerica,ELCUSACE02,2028,652.604
NAmerica,ELCUSACE02,2029,656.826
NAmerica,ELCUSACE02,2030,661.018
NAmerica,ELCUSACE02,2031,665.474
NAmerica,ELCUSACE02,2032,670.108
NAmerica,ELCUSACE02,2033,674.905
NAmerica,ELCUSACE02,2034,679.945
NAmerica,ELCUSACE02,2035,685.29
NAmerica,ELCUSACE02,2036,691.058
NAmerica,ELCUSACE02,2037,697.058
NAmerica,ELCUSACE02,2038,703.404
NAmerica,ELCUSACE02,2039,710.016
NAmerica,ELCUSACE02,2040,716.6
NAmerica,ELCUSACE02,2041,723.25
NAmerica,ELCUSACE02,2042,730.203
NAmerica,ELCUSACE02,2043,737.877
NAmerica,ELCUSACE02,2044,745.937
NAmerica,ELCUSACE02,2045,754.138
NAmerica,ELCUSACE02,2046,762.384
NAmerica,ELCUSACE02,2047,770.801
NAmerica,ELCUSACE02,2048,779.508
NAmerica,ELCUSACE02,2049,788.598
NAmerica,ELCUSACE02,2050,798.234
NAmerica,ELCUSATX02,2019,1545.636
NAmerica,ELCUSATX02,2020,1542.094
NAmerica,ELCUSATX02,2021,1524.39
NAmerica,ELCUSATX02,2022,1531.52
NAmerica,ELCUSATX02,2023,1552.945
NAmerica,ELCUSATX02,2024,1577.239
NAmerica,ELCUSATX02,2025,1597.532
NAmerica,ELCUSATX02,2026,1615.128
NAmerica,ELCUSATX02,2027,1629.787
NAmerica,ELCUSATX02,2028,1640.782
NAmerica,ELCUSATX02,2029,1651.396
NAmerica,ELCUSATX02,2030,1661.935
NAmerica,ELCUSATX02,2031,1673.14
NAmerica,ELCUSATX02,2032,1684.79
NAmerica,ELCUSATX02,2033,1696.85
NAmerica,ELCUSATX02,2034,1709.523
NAmerica,ELCUSATX02,2035,1722.961
NAmerica,ELCUSATX02,2036,1737.463
NAmerica,ELCUSATX02,2037,1752.549
NAmerica,ELCUSATX02,2038,1768.502
NAmerica,ELCUSATX02,2039,1785.126
NAmerica,ELCUSATX02,2040,1801.681
NAmerica,ELCUSATX02,2041,1818.4
NAmerica,ELCUSATX02,2042,1835.881
NAmerica,ELCUSATX02,2043,1855.175
NAmerica,ELCUSATX02,2044,1875.441
NAmerica,ELCUSATX02,2045,1896.058
NAmerica,ELCUSATX02,2046,1916.79
NAmerica,ELCUSATX02,2047,1937.952
NAmerica,ELCUSATX02,2048,1959.845
NAmerica,ELCUSATX02,2049,1982.698
NAmerica,ELCUSATX02,2050,2006.924
NAmerica,ELCUSAMW02,2019,2187.709
NAmerica,ELCUSAMW02,2020,2182.696
NAmerica,ELCUSAMW02,2021,2157.638
NAmerica,ELCUSAMW02,2022,2167.73
NAmerica,ELCUSAMW02,2023,2198.054
NAmerica,ELCUSAMW02,2024,2232.44
NAmerica,ELCUSAMW02,2025,2261.163
NAmerica,ELCUSAMW02,2026,2286.069
NAmerica,ELCUSAMW02,2027,2306.817
NAmerica,ELCUSAMW02,2028,2322.38
NAmerica,ELCUSAMW02,2029,2337.403
NAmerica,ELCUSAMW02,2030,2352.32
NAmerica,ELCUSAMW02,2031,2368.179
NAmerica,ELCUSAMW02,2032,2384.669
NAmerica,ELCUSAMW02,2033,2401.739
NAmerica,ELCUSAMW02,2034,2419.676
NAmerica,ELCUSAMW02,2035,2438.697
NAmerica,ELCUSAMW02,2036,2459.223
NAmerica,ELCUSAMW02,2037,2480.576
NAmerica,ELCUSAMW02,2038,2503.156
NAmerica,ELCUSAMW02,2039,2526.686
NAmerica,ELCUSAMW02,2040,2550.118
NAmerica,ELCUSAMW02,2041,2573.782
NAmerica,ELCUSAMW02,2042,2598.525
NAmerica,ELCUSAMW02,2043,2625.834
NAmerica,ELCUSAMW02,2044,2654.518
NAmerica,ELCUSAMW02,2045,2683.7
NAmerica,ELCUSAMW02,2046,2713.044
NAmerica,ELCUSAMW02,2047,2742.998
NAmerica,ELCUSAMW02,2048,2773.985
NAmerica,ELCUSAMW02,2049,2806.331
NAmerica,ELCUSAMW02,2050,2840.621
NAmerica,ELCUSAAL02,2019,508.398
NAmerica,ELCUSAAL02,2020,507.233
NAmerica,ELCUSAAL02,2021,501.409
NAmerica,ELCUSAAL02,2022,503.755
NAmerica,ELCUSAAL02,2023,510.802
NAmerica,ELCUSAAL02,2024,518.792
NAmerica,ELCUSAAL02,2025,525.467
NAmerica,ELCUSAAL02,2026,531.255
NAmerica,ELCUSAAL02,2027,536.077
NAmerica,ELCUSAAL02,2028,539.693
NAmerica,ELCUSAAL02,2029,543.185
NAmerica,ELCUSAAL02,2030,546.651
NAmerica,ELCUSAAL02,2031,550.337
NAmerica,ELCUSAAL02,2032,554.169
NAmerica,ELCUSAAL02,2033,558.136
NAmerica,ELCUSAAL02,2034,562.304
NAmerica,ELCUSAAL02,2035,566.724
NAmerica,ELCUSAAL02,2036,571.494
NAmerica,ELCUSAAL02,2037,576.456
NAmerica,ELCUSAAL02,2038,581.704
NAmerica,ELCUSAAL02,2039,587.172
NAmerica,ELCUSAAL02,2040,592.617
NAmerica,ELCUSAAL02,2041,598.116
NAmerica,ELCUSAAL02,2042,603.866
NAmerica,ELCUSAAL02,2043,610.213
NAmerica,ELCUSAAL02,2044,616.878
NAmerica,ELCUSAAL02,2045,623.66
NAmerica,ELCUSAAL02,2046,630.479
NAmerica,ELCUSAAL02,2047,637.44
NAmerica,ELCUSAAL02,2048,644.641
NAmerica,ELCUSAAL02,2049,652.158
NAmerica,ELCUSAAL02,2050,660.127
NAmerica,ELCUSAMA02,2019,2441.755
NAmerica,ELCUSAMA02,2020,2436.159
NAmerica,ELCUSAMA02,2021,2408.191
NAmerica,ELCUSAMA02,2022,2419.455
NAmerica,ELCUSAMA02,2023,2453.301
NAmerica,ELCUSAMA02,2024,2491.68
NAmerica,ELCUSAMA02,2025,2523.738
NAmerica,ELCUSAMA02,2026,2551.536
NAmerica,ELCUSAMA02,2027,2574.694
NAmerica,ELCUSAMA02,2028,2592.064
NAmerica,ELCUSAMA02,2029,2608.831
NAmerica,ELCUSAMA02,2030,2625.481
NAmerica,ELCUSAMA02,2031,2643.182
NAmerica,ELCUSAMA02,2032,2661.586
NAmerica,ELCUSAMA02,2033,2680.639
NAmerica,ELCUSAMA02,2034,2700.658
NAmerica,ELCUSAMA02,2035,2721.888
NAmerica,ELCUSAMA02,2036,2744.797
NAmerica,ELCUSAMA02,2037,2768.63
NAmerica,ELCUSAMA02,2038,2793.833
NAmerica,ELCUSAMA02,2039,2820.095
NAmerica,ELCUSAMA02,2040,2846.248
NAmerica,ELCUSAMA02,2041,2872.66
NAmerica,ELCUSAMA02,2042,2900.277
NAmerica,ELCUSAMA02,2043,2930.757
NAmerica,ELCUSAMA02,2044,2962.771
NAmerica,ELCUSAMA02,2045,2995.342
NAmerica,ELCUSAMA02,2046,3028.094
NAmerica,ELCUSAMA02,2047,3061.526
NAmerica,ELCUSAMA02,2048,3096.111
NAmerica,ELCUSAMA02,2049,3132.213
NAmerica,ELCUSAMA02,2050,3170.486
NAmerica,ELCUSASE02,2019,2134.143
NAmerica,ELCUSASE02,2020,2129.252
NAmerica,ELCUSASE02,2021,2104.807
NAmerica,ELCUSASE02,2022,2114.652
NAmerica,ELCUSASE02,2023,2144.234
NAmerica,ELCUSASE02,2024,2177.778
NAmerica,ELCUSASE02,2025,2205.797
NAmerica,ELCUSASE02,2026,2230.094
NAmerica,ELCUSASE02,2027,2250.334
NAmerica,ELCUSASE02,2028,2265.516
NAmerica,ELCUSASE02,2029,2280.171
NAmerica,ELCUSASE02,2030,2294.722
NAmerica,ELCUSASE02,2031,2310.194
NAmerica,ELCUSASE02,2032,2326.279
NAmerica,ELCUSASE02,2033,2342.932
NAmerica,ELCUSASE02,2034,2360.429
NAmerica,ELCUSASE02,2035,2378.985
NAmerica,ELCUSASE02,2036,2399.008
NAmerica,ELCUSASE02,2037,2419.838
NAmerica,ELCUSASE02,2038,2441.866
NAmerica,ELCUSASE02,2039,2464.82
NAmerica,ELCUSASE02,2040,2487.678
NAmerica,ELCUSASE02,2041,2510.762
NAmerica,ELCUSASE02,2042,2534.9
NAmerica,ELCUSASE02,2043,2561.54
NAmerica,ELCUSASE02,2044,2589.521
NAmerica,ELCUSASE02,2045,2617.989
NAmerica,ELCUSASE02,2046,2646.614
NAmerica,ELCUSASE02,2047,2675.834
NAmerica,ELCUSASE02,2048,2706.063
NAmerica,ELCUSASE02,2049,2737.617
NAmerica,ELCUSASE02,2050,2771.068
NAmerica,ELCUSAFL02,2019,865.253
NAmerica,ELCUSAFL02,2020,863.27
NAmerica,ELCUSAFL02,2021,853.359
NAmerica,ELCUSAFL02,2022,857.351
NAmerica,ELCUSAFL02,2023,869.344
NAmerica,ELCUSAFL02,2024,882.944
NAmerica,ELCUSAFL02,2025,894.304
NAmerica,ELCUSAFL02,2026,904.154
NAmerica,ELCUSAFL02,2027,912.361
NAmerica,ELCUSAFL02,2028,918.516
NAmerica,ELCUSAFL02,2029,924.457
NAmerica,ELCUSAFL02,2030,930.357
NAmerica,ELCUSAFL02,2031,936.63
NAmerica,ELCUSAFL02,2032,943.151
NAmerica,ELCUSAFL02,2033,949.903
NAmerica,ELCUSAFL02,2034,956.997
NAmerica,ELCUSAFL02,2035,964.52
NAmerica,ELCUSAFL02,2036,972.638
NAmerica,ELCUSAFL02,2037,981.083
NAmerica,ELCUSAFL02,2038,990.014
NAmerica,ELCUSAFL02,2039,999.32
NAmerica,ELCUSAFL02,2040,1008.588
NAmerica,ELCUSAFL02,2041,1017.947
NAmerica,ELCUSAFL02,2042,1027.733
NAmerica,ELCUSAFL02,2043,1038.534
NAmerica,ELCUSAFL02,2044,1049.878
NAmerica,ELCUSAFL02,2045,1061.42
NAmerica,ELCUSAFL02,2046,1073.026
NAmerica,ELCUSAFL02,2047,1084.873
NAmerica,ELCUSAFL02,2048,1097.128
NAmerica,ELCUSAFL02,2049,1109.921
NAmerica,ELCUSAFL02,2050,1123.483
NAmerica,ELCUSANY02,2019,524.161
NAmerica,ELCUSANY02,2020,522.96
NAmerica,ELCUSANY02,2021,516.956
NAmerica,ELCUSANY02,2022,519.374
NAmerica,ELCUSANY02,2023,526.64
NAmerica,ELCUSANY02,2024,534.878
NAmerica,ELCUSANY02,2025,541.76
NAmerica,ELCUSANY02,2026,547.728
NAmerica,ELCUSANY02,2027,552.699
NAmerica,ELCUSANY02,2028,556.427
NAmerica,ELCUSANY02,2029,560.027
NAmerica,ELCUSANY02,2030,563.601
NAmerica,ELCUSANY02,2031,567.401
NAmerica,ELCUSANY02,2032,571.351
NAmerica,ELCUSANY02,2033,575.441
NAmerica,ELCUSANY02,2034,579.739
NAmerica,ELCUSANY02,2035,584.296
NAmerica,ELCUSANY02,2036,589.214
NAmerica,ELCUSANY02,2037,594.33
NAmerica,ELCUSANY02,2038,599.74
NAmerica,ELCUSANY02,2039,605.378
NAmerica,ELCUSANY02,2040,610.992
NAmerica,ELCUSANY02,2041,616.662
NAmerica,ELCUSANY02,2042,622.59
NAmerica,ELCUSANY02,2043,629.133
NAmerica,ELCUSANY02,2044,636.006
NAmerica,ELCUSANY02,2045,642.997
NAmerica,ELCUSANY02,2046,650.028
NAmerica,ELCUSANY02,2047,657.205
NAmerica,ELCUSANY02,2048,664.629
NAmerica,ELCUSANY02,2049,672.379
NAmerica,ELCUSANY02,2050,680.595
NAmerica,ELCUSANE02,2019,412.048
NAmerica,ELCUSANE02,2020,411.104
NAmerica,ELCUSANE02,2021,406.384
NAmerica,ELCUSANE02,2022,408.285
NAmerica,ELCUSANE02,2023,413.997
NAmerica,ELCUSANE02,2024,420.473
NAmerica,ELCUSANE02,2025,425.883
NAmerica,ELCUSANE02,2026,430.574
NAmerica,ELCUSANE02,2027,434.482
NAmerica,ELCUSANE02,2028,437.413
NAmerica,ELCUSANE02,2029,440.243
NAmerica,ELCUSANE02,2030,443.052
NAmerica,ELCUSANE02,2031,446.039
NAmerica,ELCUSANE02,2032,449.145
NAmerica,ELCUSANE02,2033,452.36
NAmerica,ELCUSANE02,2034,455.739
NAmerica,ELCUSANE02,2035,459.321
NAmerica,ELCUSANE02,2036,463.187
NAmerica,ELCUSANE02,2037,467.209
NAmerica,ELCUSANE02,2038,471.462
NAmerica,ELCUSANE02,2039,475.894
NAmerica,ELCUSANE02,2040,480.307
NAmerica,ELCUSANE02,2041,484.764
NAmerica,ELCUSANE02,2042,489.424
NAmerica,ELCUSANE02,2043,494.568
NAmerica,ELCUSANE02,2044,499.97
NAmerica,ELCUSANE02,2045,505.467
NAmerica,ELCUSANE02,2046,510.994
NAmerica,ELCUSANE02,2047,516.635
NAmerica,ELCUSANE02,2048,522.471
NAmerica,ELCUSANE02,2049,528.564
NAmerica,ELCUSANE02,2050,535.022
